SKU_ID,SKU_Name,Category,Sub_Category,Brand,Tax_Percent,Unit_Cost,MRP
SKU00880,FreshCo Dishwash 100g,Home Care,Dishwash,FreshCo,18,89.08,116.84
SKU00881,CleanPro Shampoo 100g,Personal Care,Shampoo,CleanPro,18,64.71,104.41
SKU00882,DailyDairy Milk 2L,Dairy,Milk,DailyDairy,5,138.43,247.65
SKU00883,BabyBloom Spices 250g,Groceries,Spices,BabyBloom,5,39.7,55.24
SKU00884,AquaFizz Tea 500g,Beverages,Tea,AquaFizz,12,13.95,24.68
SKU00885,CleanPro Powder 2L,Baby Care,Powder,CleanPro,5,301.31,535.7
SKU00886,CleanPro Chocolate 750ml,Snacks,Chocolate,CleanPro,12,144.87,248.14
SKU00887,BabyBloom Frozen Snacks 750ml,Frozen,Frozen Snacks,BabyBloom,18,38.63,58.67
SKU00888,Snackify Frozen Veg 750ml,Frozen,Frozen Veg,Snackify,18,67.48,100.91
SKU00889,Nestora Frozen Veg 1L,Frozen,Frozen Veg,Nestora,18,102.36,148.32
SKU00890,Snackify Energy Drink 1L,Beverages,Energy Drink,Snackify,12,87.29,146.84
SKU00891,FreshCo Detergent Combo,Home Care,Detergent,FreshCo,18,246.44,328.5
SKU00892,Snackify Rice 2L,Groceries,Rice,Snackify,5,82.9,127.93
SKU00893,BabyBloom Chocolate 250g,Snacks,Chocolate,BabyBloom,12,22.75,35.28
SKU00894,Nestora Powder Pack,Baby Care,Powder,Nestora,5,123.65,217.89
SKU00895,AquaFizz Powder Combo,Baby Care,Powder,AquaFizz,5,44.13,77.21
SKU00896,Snackify Frozen Veg 250g,Frozen,Frozen Veg,Snackify,18,42.76,64.8
SKU00897,BabyBloom Butter 100g,Dairy,Butter,BabyBloom,5,45.11,71.23
SKU00898,BabyBloom Chips 1L,Snacks,Chips,BabyBloom,12,138.94,227.69
SKU00899,FrostBite Juice 250g,Beverages,Juice,FrostBite,12,136.06,210.73
SKU00900,DailyDairy Powder 200ml,Baby Care,Powder,DailyDairy,5,42.46,59.69
SKU00901,AquaFizz Paneer 2L,Dairy,Paneer,AquaFizz,5,45.73,61.16
SKU00902,UrbanLeaf Tissues 250g,Home Care,Tissues,UrbanLeaf,18,80.595,174.9
SKU00903,UrbanLeaf Dishwash Pack,Home Care,Dishwash,UrbanLeaf,18,88.75,132.26
SKU00904,AquaFizz Shampoo 750ml,Personal Care,Shampoo,AquaFizz,18,46.02,64.37
SKU00905,FreshCo Chocolate 750ml,Snacks,Chocolate,FreshCo,12,17.19,24.75
SKU00906,Snackify Toothpaste 1kg,Personal Care,Toothpaste,Snackify,18,15.6,19.86
SKU00907,BabyBloom Namkeen 2L,Snacks,Namkeen,BabyBloom,12,86.35,134.3
SKU00908,FreshCo Soft Drink 100g,Beverages,Soft Drink,FreshCo,12,77.8,100.51
SKU00909,FrostBite Frozen Snacks 1kg,Frozen,Frozen Snacks,FrostBite,18,66.22,86.65
SKU00910,UrbanLeaf Baby Lotion 2L,Baby Care,Baby Lotion,UrbanLeaf,5,15.59,26.11
SKU00911,UrbanLeaf Shampoo 250g,Personal Care,Shampoo,UrbanLeaf,18,129.75,169.94
SKU00912,DailyDairy Powder Combo,Baby Care,Powder,DailyDairy,5,76.22,124.56
SKU00913,AquaFizz Instant Noodles 750ml,Snacks,Instant Noodles,AquaFizz,12,72.13,109.58
SKU00914,BabyBloom Tea 1L,Beverages,Tea,BabyBloom,12,99.46,137.63
SKU00915,CleanPro Edible Oil 500g,Groceries,Edible Oil,CleanPro,5,96.3,150.61
SKU00916,BabyBloom Toothpaste 100g,Personal Care,Toothpaste,BabyBloom,18,50.64,77.84
SKU00917,DailyDairy Namkeen 100g,Snacks,Namkeen,DailyDairy,12,182.71,319.88
SKU00918,BabyBloom Diapers Pack,Baby Care,Diapers,BabyBloom,5,143.73,255.91
SKU00919,UrbanLeaf Curd 750ml,Dairy,Curd,UrbanLeaf,5,66.21,99.7
SKU00920,AquaFizz Energy Drink 500g,Beverages,Energy Drink,AquaFizz,12,113.54,164.7
SKU00921,AquaFizz Baby Lotion 500g,Baby Care,Baby Lotion,AquaFizz,5,49.95,78.54
SKU00922,Snackify Soft Drink Combo,Beverages,Soft Drink,Snackify,12,84.19,110.43
SKU00923,DailyDairy Juice 750ml,Beverages,Juice,DailyDairy,12,187.86,289.36
SKU00924,DailyDairy Deodorant Combo,Personal Care,Deodorant,DailyDairy,18,44.17,57.64
SKU00925,DailyDairy Chips 250g,Snacks,Chips,DailyDairy,12,109.75,153.8
SKU00926,FrostBite Milk 750ml,Dairy,Milk,FrostBite,5,66.47,110.8
SKU00927,Snackify Meat Pack,Frozen,Meat,Snackify,18,174.46,291.99
SKU00928,HealthHub Rice Combo,Groceries,Rice,HealthHub,5,140.22,212.07
SKU00929,Snackify Baby Lotion 750ml,Baby Care,Baby Lotion,Snackify,5,65.76,117.06
SKU00930,FreshCo Wipes Pack,Baby Care,Wipes,FreshCo,5,144.33,192.46
SKU00931,UrbanLeaf Ready Meals 2L,Frozen,Ready Meals,UrbanLeaf,18,52.58,74.77
SKU00932,DailyDairy Atta 750ml,Groceries,Atta,DailyDairy,5,94.06,148.23
SKU00933,BabyBloom Pulses 250g,Groceries,Pulses,BabyBloom,5,19.08,28.53
SKU00934,FreshCo Ready Meals 1kg,Frozen,Ready Meals,FreshCo,18,83.49,134.13
SKU00935,HealthHub Detergent 500g,Home Care,Detergent,HealthHub,18,89.03,115.63
SKU00936,FreshCo Butter 1L,Dairy,Butter,FreshCo,5,30.22,49.73
SKU00937,DailyDairy Diapers 250g,Baby Care,Diapers,DailyDairy,5,65.5,87.74
SKU00938,BabyBloom Diapers 750ml,Baby Care,Diapers,BabyBloom,5,53.68,75.08
SKU00939,Nestora Skin Care 200ml,Personal Care,Skin Care,Nestora,18,33.94,45.78
SKU00940,DailyDairy Namkeen 2L,Snacks,Namkeen,DailyDairy,12,15.14,24.92
SKU00941,BabyBloom Atta 100g,Groceries,Atta,BabyBloom,5,41.27,52.49
SKU00942,AquaFizz Tea 750ml,Beverages,Tea,AquaFizz,12,33.04,59.06
SKU00943,BabyBloom Juice 750ml,Beverages,Juice,BabyBloom,12,113.7,165.48
SKU00944,CleanPro Ice Cream 100g,Frozen,Ice Cream,CleanPro,18,86.17,118.74
SKU00945,Snackify Freshener 2L,Home Care,Freshener,Snackify,18,95.09,135.93
SKU00946,DailyDairy Juice 200ml,Beverages,Juice,DailyDairy,12,50.56,76.98
SKU00947,BabyBloom Atta 250g,Groceries,Atta,BabyBloom,5,72.95,100.42
SKU00948,HealthHub Baby Lotion 200ml,Baby Care,Baby Lotion,HealthHub,5,161.37,269.32
SKU00949,DailyDairy Namkeen Pack,Snacks,Namkeen,DailyDairy,12,17.19,28.63
SKU00950,Nestora Pulses 2L,Groceries,Pulses,Nestora,5,107.05,170.85
SKU00951,HealthHub Butter 250g,Dairy,Butter,HealthHub,5,77.81,136.04
SKU00952,DailyDairy Pulses Pack,Groceries,Pulses,DailyDairy,5,48.81,80.4
SKU00953,DailyDairy Coffee Combo,Beverages,Coffee,DailyDairy,12,87.43,117
SKU00954,FrostBite Baby Lotion 1L,Baby Care,Baby Lotion,FrostBite,5,118.94,165.97
SKU00955,UrbanLeaf Detergent 750ml,Home Care,Detergent,UrbanLeaf,18,78.24,118.31
SKU00956,UrbanLeaf Milk 1kg,Dairy,Milk,UrbanLeaf,5,57.87,82.18
SKU00957,Nestora Wipes 2L,Baby Care,Wipes,Nestora,5,77.83,114.25
SKU00958,DailyDairy Skin Care 100g,Personal Care,Skin Care,DailyDairy,18,172.19,260.18
SKU00959,UrbanLeaf Tissues 200ml,Home Care,Tissues,UrbanLeaf,18,69.65,117.09
SKU00960,FreshCo Tissues Pack,Home Care,Tissues,FreshCo,18,28.9,44.77
SKU00961,FreshCo Curd 500g,Dairy,Curd,FreshCo,5,61.85,105.81
SKU00962,CleanPro Frozen Veg Pack,Frozen,Frozen Veg,CleanPro,18,37.47,59.37
SKU00963,Nestora Frozen Veg 200ml,Frozen,Frozen Veg,Nestora,18,28.97,36.33
SKU00964,FrostBite Atta 100g,Groceries,Atta,FrostBite,5,92.17,165.28
SKU00965,AquaFizz Tissues 2L,Home Care,Tissues,AquaFizz,18,169.19,225.15
SKU00966,CleanPro Toothpaste 250g,Personal Care,Toothpaste,CleanPro,18,94.28,138.36
SKU00967,DailyDairy Dishwash 750ml,Home Care,Dishwash,DailyDairy,18,80.71,101.75
SKU00968,Snackify Pulses 200ml,Groceries,Pulses,Snackify,5,34.84,53.61
SKU00969,BabyBloom Coffee 1kg,Beverages,Coffee,BabyBloom,12,47.11,76.45
SKU00970,UrbanLeaf Freshener 200ml,Home Care,Freshener,UrbanLeaf,18,131.9,185.76
SKU00971,Snackify Frozen Snacks 1kg,Frozen,Frozen Snacks,Snackify,18,52.64,92.68
SKU00972,FreshCo Pulses 1L,Groceries,Pulses,FreshCo,5,52.89,70.47
SKU00973,FrostBite Cheese 250g,Dairy,Cheese,FrostBite,5,86.4,153.08
SKU00974,FreshCo Spices 1L,Groceries,Spices,FreshCo,5,96.05,161.6
SKU00975,CleanPro Baby Food Combo,Baby Care,Baby Food,CleanPro,5,44.04,58.74
SKU00976,UrbanLeaf Curd Pack,Dairy,Curd,UrbanLeaf,5,73.34,95.83
SKU00977,HealthHub Coffee 100g,Beverages,Coffee,HealthHub,12,18.79,24.17
SKU00978,HealthHub Edible Oil 1kg,Groceries,Edible Oil,HealthHub,5,142.7,223.74
SKU00979,DailyDairy Pulses 200ml,Groceries,Pulses,DailyDairy,5,44.57,61.86
SKU00980,UrbanLeaf Tea 250g,Beverages,Tea,UrbanLeaf,12,125.03,223.07
SKU00981,FrostBite Chocolate 1L,Snacks,Chocolate,FrostBite,12,96.02,126.12
SKU00982,UrbanLeaf Namkeen 1kg,Snacks,Namkeen,UrbanLeaf,12,24.55,41.59
SKU00983,BabyBloom Tea Pack,Beverages,Tea,BabyBloom,12,51.29,74.71
SKU00984,FreshCo Paneer 200ml,Dairy,Paneer,FreshCo,5,62.66,78.82
SKU00985,Nestora Ready Meals 500g,Frozen,Ready Meals,Nestora,18,120.44,199.31
SKU00986,HealthHub Edible Oil 1kg,Groceries,Edible Oil,HealthHub,5,99.59,156.67
SKU00987,Snackify Frozen Veg Combo,Frozen,Frozen Veg,Snackify,18,44.01,60.57
SKU00988,AquaFizz Chips 200ml,Snacks,Chips,AquaFizz,12,27.24,39.38
SKU00989,FreshCo Biscuits 250g,Snacks,Biscuits,FreshCo,12,128.01,170.58
SKU00990,CleanPro Spices 200ml,Groceries,Spices,CleanPro,5,213.33,282.46
SKU00991,FreshCo Tea 1L,Beverages,Tea,FreshCo,12,62.95,98.4
SKU00992,FrostBite Curd 100g,Dairy,Curd,FrostBite,5,55.63,86.04
SKU00993,FrostBite Cheese 1L,Dairy,Cheese,FrostBite,5,61.25,83.41
SKU00994,BabyBloom Deodorant 500g,Personal Care,Deodorant,BabyBloom,18,46.47,65.69
SKU00995,DailyDairy Juice 100g,Beverages,Juice,DailyDairy,12,195.52,351.49
SKU00996,DailyDairy Meat 200ml,Frozen,Meat,DailyDairy,18,50.8,73.37
SKU00997,BabyBloom Tissues 1L,Home Care,Tissues,BabyBloom,18,40.33,61.23
SKU00998,FreshCo Milk 500g,Dairy,Milk,FreshCo,5,140.37,187.77
SKU00999,DailyDairy Powder 1L,Baby Care,Powder,DailyDairy,5,27.3,34.49
SKU01000,UrbanLeaf Curd 100g,Dairy,Curd,UrbanLeaf,5,57.71,91.57
SKU01001,Snackify Spices Combo,Groceries,Spices,Snackify,5,44.88,62.05
SKU01002,HealthHub Cheese 1kg,Dairy,Cheese,HealthHub,5,94,155.92
SKU01003,DailyDairy Paneer 1L,Dairy,Paneer,DailyDairy,5,40.93,56.37
SKU01004,BabyBloom Tissues 500g,Home Care,Tissues,BabyBloom,18,51.75,75.18
SKU01005,HealthHub Detergent 250g,Home Care,Detergent,HealthHub,18,22.27,35.77
SKU01006,DailyDairy Milk Combo,Dairy,Milk,DailyDairy,5,103.87,169.34
SKU01007,AquaFizz Toothpaste 1kg,Personal Care,Toothpaste,AquaFizz,18,90.46,130.19
SKU01008,UrbanLeaf Powder 500g,Baby Care,Powder,UrbanLeaf,5,81.42,134.33
SKU01009,Snackify Chocolate 500g,Snacks,Chocolate,Snackify,12,65.03,101.41
SKU01010,UrbanLeaf Curd 2L,Dairy,Curd,UrbanLeaf,5,71.81,121.95
SKU01011,AquaFizz Soap 200ml,Personal Care,Soap,AquaFizz,18,118.51,197.5
SKU01012,DailyDairy Dishwash 250g,Home Care,Dishwash,DailyDairy,18,87.88,149.56
SKU01013,FrostBite Milk 500g,Dairy,Milk,FrostBite,5,118.7,165.64
SKU01014,AquaFizz Powder 1kg,Baby Care,Powder,AquaFizz,5,70.42,91.17
SKU01015,Nestora Curd 250g,Dairy,Curd,Nestora,5,44.15,55.26
SKU01016,AquaFizz Ice Cream Combo,Frozen,Ice Cream,AquaFizz,18,157.09,224.9
SKU01017,FrostBite Skin Care 200ml,Personal Care,Skin Care,FrostBite,18,41.4,61.17
SKU01018,Nestora Juice Pack,Beverages,Juice,Nestora,12,21.34,29.79
SKU01019,Snackify Skin Care 2L,Personal Care,Skin Care,Snackify,18,65.165,34.9
SKU01020,BabyBloom Energy Drink 1kg,Beverages,Energy Drink,BabyBloom,12,65.52,97.3
SKU01021,DailyDairy Cheese 1L,Dairy,Cheese,DailyDairy,5,139.95,198.46
SKU01022,FrostBite Tissues 2L,Home Care,Tissues,FrostBite,18,104.29,132.2
SKU01023,HealthHub Freshener 500g,Home Care,Freshener,HealthHub,18,128.35,219.52
SKU01024,AquaFizz Ready Meals 750ml,Frozen,Ready Meals,AquaFizz,18,172.44,264.84
SKU01025,DailyDairy Ice Cream 250g,Frozen,Ice Cream,DailyDairy,18,65.72,88.48
SKU01026,Nestora Frozen Snacks 100g,Frozen,Frozen Snacks,Nestora,18,43.01,61.57
SKU01027,Nestora Powder 1kg,Baby Care,Powder,Nestora,5,118.54,185.73
SKU01028,Snackify Baby Lotion Combo,Baby Care,Baby Lotion,Snackify,5,228.73,298.11
SKU01029,UrbanLeaf Soft Drink 250g,Beverages,Soft Drink,UrbanLeaf,12,203.56,312.62
SKU01030,AquaFizz Detergent 750ml,Home Care,Detergent,AquaFizz,18,47.93,79.33
SKU01031,Nestora Powder 100g,Baby Care,Powder,Nestora,5,57.29,76.78
SKU01032,CleanPro Chips 200ml,Snacks,Chips,CleanPro,12,288.39,441.21
SKU01033,BabyBloom Baby Lotion 1L,Baby Care,Baby Lotion,BabyBloom,5,276.44,481.83
SKU01034,Nestora Curd 750ml,Dairy,Curd,Nestora,5,65.15,106.65
SKU01035,CleanPro Skin Care 250g,Personal Care,Skin Care,CleanPro,18,96.78,144.77
SKU01036,UrbanLeaf Toothpaste 1L,Personal Care,Toothpaste,UrbanLeaf,18,63.64,80.44
SKU01037,Snackify Instant Noodles 100g,Snacks,Instant Noodles,Snackify,12,17.1,30.13
SKU01038,BabyBloom Baby Food Combo,Baby Care,Baby Food,BabyBloom,5,58.9,105.43
SKU01039,Snackify Dishwash 2L,Home Care,Dishwash,Snackify,18,87.8,147.61
SKU01040,UrbanLeaf Rice 1kg,Groceries,Rice,UrbanLeaf,5,31.26,43.02
SKU01041,HealthHub Freshener 100g,Home Care,Freshener,HealthHub,18,91.68,143.98
SKU01042,BabyBloom Chips 2L,Snacks,Chips,BabyBloom,12,25.54,43.22
SKU01043,CleanPro Frozen Veg 750ml,Frozen,Frozen Veg,CleanPro,18,171.66,264.74
SKU01044,HealthHub Paneer 250g,Dairy,Paneer,HealthHub,5,43.22,77.08
SKU01045,CleanPro Baby Food 250g,Baby Care,Baby Food,CleanPro,5,93.8,148.02
SKU01046,BabyBloom Soft Drink 500g,Beverages,Soft Drink,BabyBloom,12,41.27,51.72
SKU01047,AquaFizz Baby Lotion 500g,Baby Care,Baby Lotion,AquaFizz,5,21.72,30.7
SKU01048,BabyBloom Rice 750ml,Groceries,Rice,BabyBloom,5,23.87,42.91
SKU01049,BabyBloom Baby Food 200ml,Baby Care,Baby Food,BabyBloom,5,44.48,79.6
SKU01050,AquaFizz Diapers Pack,Baby Care,Diapers,AquaFizz,5,56.09,98.58
SKU01051,CleanPro Shampoo 200ml,Personal Care,Shampoo,CleanPro,18,73.62,100.35
SKU01052,HealthHub Tissues 2L,Home Care,Tissues,HealthHub,18,93.33,129.71
SKU01053,UrbanLeaf Spices Combo,Groceries,Spices,UrbanLeaf,5,109.47,173.28
SKU01054,CleanPro Coffee 2L,Beverages,Coffee,CleanPro,12,127.35,161.62
SKU01055,BabyBloom Spices 750ml,Groceries,Spices,BabyBloom,5,139.09,242.03
SKU01056,FrostBite Butter 250g,Dairy,Butter,FrostBite,5,10.79,16.39
SKU01057,UrbanLeaf Juice Combo,Beverages,Juice,UrbanLeaf,12,65.15,107.63
SKU01058,BabyBloom Diapers 250g,Baby Care,Diapers,BabyBloom,5,156.83,248.95
SKU01059,BabyBloom Soap 500g,Personal Care,Soap,BabyBloom,18,49.84,72.19
SKU01060,BabyBloom Toothpaste 200ml,Personal Care,Toothpaste,BabyBloom,18,54.64,95.43
SKU01061,HealthHub Tea 100g,Beverages,Tea,HealthHub,12,116.27,160.97
SKU01062,UrbanLeaf Frozen Snacks 100g,Frozen,Frozen Snacks,UrbanLeaf,18,42.8,65.56
SKU01063,DailyDairy Soft Drink Combo,Beverages,Soft Drink,DailyDairy,12,65.06,96.38
SKU01064,Snackify Chocolate 1kg,Snacks,Chocolate,Snackify,12,115.78,190.47
SKU01065,Snackify Juice 250g,Beverages,Juice,Snackify,12,106.4,174.39
SKU01066,CleanPro Ready Meals 1kg,Frozen,Ready Meals,CleanPro,18,302.54,453.25
SKU01067,FrostBite Tissues 2L,Home Care,Tissues,FrostBite,18,45.92,65.75
SKU01068,AquaFizz Frozen Veg 500g,Frozen,Frozen Veg,AquaFizz,18,41.55,56.7
SKU01069,BabyBloom Toothpaste Pack,Personal Care,Toothpaste,BabyBloom,18,56.24,71.75
SKU01070,CleanPro Ice Cream 750ml,Frozen,Ice Cream,CleanPro,18,63.37,94.55
SKU01071,BabyBloom Chocolate 100g,Snacks,Chocolate,BabyBloom,12,165.34,206.93
SKU01072,FrostBite Cheese 500g,Dairy,Cheese,FrostBite,5,65.77,94.98
SKU01073,HealthHub Edible Oil 100g,Groceries,Edible Oil,HealthHub,5,61.48,109.6
SKU01074,AquaFizz Instant Noodles 100g,Snacks,Instant Noodles,AquaFizz,12,102.48,164.88
SKU01075,BabyBloom Detergent 1kg,Home Care,Detergent,BabyBloom,18,87.67,129.54
SKU01076,CleanPro Ice Cream 200ml,Frozen,Ice Cream,CleanPro,18,49.44,87.48
SKU01077,Snackify Shampoo 750ml,Personal Care,Shampoo,Snackify,18,48.14,86.52
SKU01078,Snackify Chocolate Pack,Snacks,Chocolate,Snackify,12,87.31,146.43
SKU01079,UrbanLeaf Namkeen 200ml,Snacks,Namkeen,UrbanLeaf,12,158.72,224.96
SKU01080,UrbanLeaf Frozen Snacks 1L,Frozen,Frozen Snacks,UrbanLeaf,18,47.17,81.94
SKU01081,Snackify Chips 1kg,Snacks,Chips,Snackify,12,41.16,69.35
SKU01082,DailyDairy Edible Oil Combo,Groceries,Edible Oil,DailyDairy,5,188.25,302.54
SKU01083,DailyDairy Ready Meals Combo,Frozen,Ready Meals,DailyDairy,18,27.64,41.68
SKU01084,UrbanLeaf Coffee 1L,Beverages,Coffee,UrbanLeaf,12,287.62,402.15
SKU01085,FreshCo Tissues 100g,Home Care,Tissues,FreshCo,18,82.49,116.62
SKU01086,CleanPro Spices 200ml,Groceries,Spices,CleanPro,5,41.58,63.82
SKU01087,CleanPro Meat 1kg,Frozen,Meat,CleanPro,18,32.43,49.54
SKU01088,DailyDairy Energy Drink 1L,Beverages,Energy Drink,DailyDairy,12,23.36,35.01
SKU01089,AquaFizz Tea Combo,Beverages,Tea,AquaFizz,12,68.47,115.55
SKU01090,Nestora Cheese 2L,Dairy,Cheese,Nestora,5,94.19,130.66
SKU01091,AquaFizz Milk 1L,Dairy,Milk,AquaFizz,5,118.96,156.77
SKU01092,UrbanLeaf Spices Pack,Groceries,Spices,UrbanLeaf,5,142.43,191.47
SKU01093,Nestora Energy Drink Pack,Beverages,Energy Drink,Nestora,12,23.71,37.72
SKU01094,BabyBloom Rice Pack,Groceries,Rice,BabyBloom,5,35.89,45.49
SKU01095,DailyDairy Butter 100g,Dairy,Butter,DailyDairy,5,82.84,117.75
SKU01096,BabyBloom Namkeen Combo,Snacks,Namkeen,BabyBloom,12,240.16,322.73
SKU01097,BabyBloom Dishwash 1L,Home Care,Dishwash,BabyBloom,18,96.67,122.27
SKU01098,BabyBloom Energy Drink 500g,Beverages,Energy Drink,BabyBloom,12,64.26,113.67
SKU01099,Nestora Dishwash 2L,Home Care,Dishwash,Nestora,18,66.38,96.26
SKU01100,AquaFizz Soft Drink 1kg,Beverages,Soft Drink,AquaFizz,12,43.4,75.76
SKU01101,HealthHub Tea 1kg,Beverages,Tea,HealthHub,12,107.36,162.63
SKU01102,BabyBloom Ready Meals Combo,Frozen,Ready Meals,BabyBloom,18,62.09,110.74
SKU01103,Nestora Frozen Veg 250g,Frozen,Frozen Veg,Nestora,18,142.52,189.05
SKU01104,FreshCo Namkeen Pack,Snacks,Namkeen,FreshCo,12,66.15,96.19
SKU01105,FrostBite Skin Care Combo,Personal Care,Skin Care,FrostBite,18,27.17,37.68
SKU01106,AquaFizz Wipes Combo,Baby Care,Wipes,AquaFizz,5,21.09,35.05
SKU01107,Snackify Detergent 200ml,Home Care,Detergent,Snackify,18,60.17,83.26
SKU01108,FreshCo Coffee 2L,Beverages,Coffee,FreshCo,12,57.72,89.92
SKU01109,DailyDairy Spices 1L,Groceries,Spices,DailyDairy,5,36.07,48.84
SKU01110,BabyBloom Coffee 100g,Beverages,Coffee,BabyBloom,12,63.24,81.37
SKU01111,Nestora Edible Oil 1kg,Groceries,Edible Oil,Nestora,5,91.04,158.34
SKU01112,Snackify Biscuits 500g,Snacks,Biscuits,Snackify,12,44.89,75.16
SKU01113,AquaFizz Energy Drink 200ml,Beverages,Energy Drink,AquaFizz,12,33.18,55.96
SKU01114,CleanPro Namkeen 1kg,Snacks,Namkeen,CleanPro,12,30.54,54.92
SKU01115,AquaFizz Atta 750ml,Groceries,Atta,AquaFizz,5,90.18,154.92
SKU01116,FreshCo Spices 250g,Groceries,Spices,FreshCo,5,79.94,102.99
SKU01117,AquaFizz Curd Pack,Dairy,Curd,AquaFizz,5,39.02,54.84
SKU01118,AquaFizz Diapers 250g,Baby Care,Diapers,AquaFizz,5,121.4,179.35
SKU01119,FreshCo Wipes 2L,Baby Care,Wipes,FreshCo,5,84.65,149.99
SKU01120,Snackify Energy Drink 1L,Beverages,Energy Drink,Snackify,12,25.43,32.08
SKU01121,Nestora Namkeen 1L,Snacks,Namkeen,Nestora,12,135.28,224.06
SKU01122,Snackify Energy Drink 750ml,Beverages,Energy Drink,Snackify,12,25.41,32.68
SKU01123,UrbanLeaf Skin Care 200ml,Personal Care,Skin Care,UrbanLeaf,18,45.58,61.3
SKU01124,DailyDairy Rice Combo,Groceries,Rice,DailyDairy,5,140.63,194.8
SKU01125,Nestora Ice Cream 1kg,Frozen,Ice Cream,Nestora,18,35.76,53.45
SKU01126,DailyDairy Diapers Combo,Baby Care,Diapers,DailyDairy,5,104.6,182.77
SKU01127,AquaFizz Cheese Combo,Dairy,Cheese,AquaFizz,5,265.31,456.86
SKU01128,DailyDairy Baby Lotion 500g,Baby Care,Baby Lotion,DailyDairy,5,72.55,103.31
SKU01129,AquaFizz Dishwash 750ml,Home Care,Dishwash,AquaFizz,18,147.82,264.82
SKU01130,HealthHub Milk 200ml,Dairy,Milk,HealthHub,5,28.14,36.12
SKU01131,FrostBite Freshener Combo,Home Care,Freshener,FrostBite,18,68.79,88.22
SKU01132,HealthHub Diapers 500g,Baby Care,Diapers,HealthHub,5,79.51,120.42
SKU01133,Snackify Wipes 1L,Baby Care,Wipes,Snackify,5,41.33,59.4
SKU01134,HealthHub Baby Lotion 200ml,Baby Care,Baby Lotion,HealthHub,5,62.92,108.75
SKU01135,HealthHub Butter 750ml,Dairy,Butter,HealthHub,5,129.25,163.37
SKU01136,DailyDairy Curd 500g,Dairy,Curd,DailyDairy,5,265.46,460.82
SKU01137,DailyDairy Meat 500g,Frozen,Meat,DailyDairy,18,106.15,149.18
SKU01138,DailyDairy Detergent 500g,Home Care,Detergent,DailyDairy,18,119.79,201.8
SKU01139,Nestora Spices 750ml,Groceries,Spices,Nestora,5,110.29,138.85
SKU01140,Nestora Dishwash 2L,Home Care,Dishwash,Nestora,18,62.93,110.33
SKU01141,Nestora Frozen Snacks 200ml,Frozen,Frozen Snacks,Nestora,18,60.25,102.71
SKU01142,FrostBite Diapers 1kg,Baby Care,Diapers,FrostBite,5,124.33,195.29
SKU01143,UrbanLeaf Curd 2L,Dairy,Curd,UrbanLeaf,5,197.27,336.88
SKU01144,BabyBloom Deodorant 250g,Personal Care,Deodorant,BabyBloom,18,98.53,166.61
SKU01145,Snackify Paneer 500g,Dairy,Paneer,Snackify,5,106.43,183.08
SKU01146,BabyBloom Milk 1kg,Dairy,Milk,Unknown,5,27.62,44.91
SKU01147,BabyBloom Milk Combo,Dairy,Milk,BabyBloom,5,19.4,34.6
SKU01148,Snackify Soft Drink 500g,Beverages,Soft Drink,Snackify,12,284.42,445.86
SKU01149,UrbanLeaf Detergent 2L,Home Care,Detergent,UrbanLeaf,18,87.96,143.7
SKU01150,FreshCo Wipes 1L,Baby Care,Wipes,FreshCo,5,61.89,93.55
SKU01151,HealthHub Ice Cream 1kg,Frozen,Ice Cream,HealthHub,18,85.43,153.2
SKU01152,FreshCo Chips 1L,Snacks,Chips,FreshCo,12,52.57,66.36
SKU01153,AquaFizz Milk 100g,Dairy,Milk,AquaFizz,5,120.38,199.3
SKU01154,CleanPro Juice 200ml,Beverages,Juice,CleanPro,12,35.2,48.69
SKU01155,HealthHub Powder 250g,Baby Care,Powder,HealthHub,5,146.82,237.89
SKU01156,FreshCo Detergent 1kg,Home Care,Detergent,FreshCo,18,164.58,221.69
SKU01157,HealthHub Rice 1L,Groceries,Rice,HealthHub,5,70.54,101.46
SKU01158,Snackify Ready Meals Combo,Frozen,Ready Meals,Snackify,18,91.32,148.65
SKU01159,Nestora Detergent 500g,Home Care,Detergent,Nestora,18,116.32,171.56
SKU01160,Snackify Atta 500g,Groceries,Atta,Snackify,5,117.03,189.05
SKU01161,CleanPro Deodorant Pack,Personal Care,Deodorant,CleanPro,18,129.36,207.66
SKU01162,CleanPro Coffee 100g,Beverages,Coffee,CleanPro,12,169.72,222.81
SKU01163,AquaFizz Chips 750ml,Snacks,Chips,AquaFizz,12,109.29,178.31
SKU01164,FrostBite Curd 200ml,Dairy,Curd,FrostBite,5,76.42,107.24
SKU01165,AquaFizz Powder 100g,Baby Care,Powder,AquaFizz,5,99.89,148.2
SKU01166,Snackify Detergent 2L,Home Care,Detergent,Snackify,18,46.06,70.58
SKU01167,DailyDairy Pulses 2L,Groceries,Pulses,DailyDairy,5,15.85,23.12
SKU01168,Nestora Namkeen 1L,Snacks,Namkeen,Nestora,12,110.26,153.83
SKU01169,BabyBloom Chips 200ml,Snacks,Chips,BabyBloom,12,79.92,107.03
SKU01170,AquaFizz Milk 750ml,Dairy,Milk,AquaFizz,5,144.71,230.77
SKU01171,FreshCo Namkeen 2L,Snacks,Namkeen,FreshCo,12,78.78,131.2
SKU01172,UrbanLeaf Butter 1L,Dairy,Butter,UrbanLeaf,5,42.15,57.12
SKU01173,DailyDairy Edible Oil 750ml,Groceries,Edible Oil,DailyDairy,5,184.53,291.91
